TOKEN_ID,TOKEN_NAME,IMAGE,TOKEN_URI,DNA,Hair,Clothing,Jewelry,Mouth,Type,Type,Eye Color,Facial Feature,Eyewear,Accessories,Back,Helmet
18759,CloneX #18759,https://clonex-assets.rtfkt.com/images/18759.png,https://clonex-assets.rtfkt.com/18759,Robot,BLU DRDZ,THRML PFA JCKT,DRIP CHRM,ROBO,,,,,,,,
18758,CloneX #18758,https://clonex-assets.rtfkt.com/images/18758.png,https://clonex-assets.rtfkt.com/18758,Human,CYBR DRDZ,JS Tee,,Ramen,,,PURP,,,,,
18757,CloneX #18757,https://clonex-assets.rtfkt.com/images/18757.png,https://clonex-assets.rtfkt.com/18757,Human,PURP Wrap,MONO Tee,,TCTL SMILE,,,RD CRYSTL,,,,,
18756,CloneX #18756,https://clonex-assets.rtfkt.com/images/18756.png,https://clonex-assets.rtfkt.com/18756,Human,CRWN,PNK BBL Vest,,RNBW GRILLS,,,,369 VSN TAT,Cyber Eyes,,,
18755,CloneX #18755,https://clonex-assets.rtfkt.com/images/18755.png,https://clonex-assets.rtfkt.com/18755,Human,WHT Curtains,BLCK PIN BKR JCKT,,Mustache,,,PNK,,Cyborg V1,,,
18754,CloneX #18754,https://clonex-assets.rtfkt.com/images/18754.png,https://clonex-assets.rtfkt.com/18754,Demon,MNT Beret Braids,PNK Fur Coat,RBY Two Piece,,,,,,Drip Scouter,,,
18753,CloneX #18753,https://clonex-assets.rtfkt.com/images/18753.png,https://clonex-assets.rtfkt.com/18753,Human,PURP Curtains,FLOOR Tee,S-HIRE G-Link,,,,,,Cyber Eyes,,,
18752,CloneX #18752,https://clonex-assets.rtfkt.com/images/18752.png,https://clonex-assets.rtfkt.com/18752,Robot,RD Spike,BLU ORNG BNDN Shirt,SG-PDLCK,,,,,,,,,
18751,CloneX #18751,https://clonex-assets.rtfkt.com/images/18751.png,https://clonex-assets.rtfkt.com/18751,Human,BLCK Unkept,BLCK Tee,,,STONED,STONED,,,Cyber Eyes,,,
18750,CloneX #18750,https://clonex-assets.rtfkt.com/images/18750.png,https://clonex-assets.rtfkt.com/18750,Robot,ZK Bucket,MONO Tee,,ICED GRILLS,,,,,,,,
18749,CloneX #18749,https://clonex-assets.rtfkt.com/images/18749.png,https://clonex-assets.rtfkt.com/18749,Angel,WHT Turban,WHT Utility Vest,S-HIRE G-Link,,Divine,Divine,,,,,,
18748,CloneX #18748,https://clonex-assets.rtfkt.com/images/18748.png,https://clonex-assets.rtfkt.com/18748,Demon,PURP Shape Up,BLCK Utility Vest,,,DRK,DRK,,,,,,
18747,CloneX #18747,https://clonex-assets.rtfkt.com/images/18747.png,https://clonex-assets.rtfkt.com/18747,Robot,BRWN Stylish,WHT BKR JCKT,RBY Two Piece,,,,,,,PTRA Earrings,,
18746,CloneX #18746,https://clonex-assets.rtfkt.com/images/18746.png,https://clonex-assets.rtfkt.com/18746,Human,PNK OCTOPUS,RTFKT x TM RNBW FLOWER PFA,,,MURAKAMI DRIP,MURAKAMI DRIP,CLSD GRN Breezy,VSN TAT,,,,
18745,CloneX #18745,https://clonex-assets.rtfkt.com/images/18745.png,https://clonex-assets.rtfkt.com/18745,Human,YU-RD,BLCK BNDN Shirt,,,,,BLCK Surprised,,,,,
18744,CloneX #18744,https://clonex-assets.rtfkt.com/images/18744.png,https://clonex-assets.rtfkt.com/18744,Angel,BRED Buns,RFX Tee,Hi-TECH CBLE,Angry,,,,,Cyborg V2,,,
18743,CloneX #18743,https://clonex-assets.rtfkt.com/images/18743.png,https://clonex-assets.rtfkt.com/18743,Human,BLND Flower Wreath,Future Dress,,ROBO,,,PNK,,,,,
18742,CloneX #18742,https://clonex-assets.rtfkt.com/images/18742.png,https://clonex-assets.rtfkt.com/18742,Human,,Space PFA JCKT,SG-PDLCK,ROBO,,,BRWN,TRi War TAT,,VVS STUD,,
18741,CloneX #18741,https://clonex-assets.rtfkt.com/images/18741.png,https://clonex-assets.rtfkt.com/18741,Robot,NEON Cap,PNK Fur Coat,RBY Two Piece,RNBW GRILLS,,,,,Eye Patch,,,
18740,CloneX #18740,https://clonex-assets.rtfkt.com/images/18740.png,https://clonex-assets.rtfkt.com/18740,Human,WHT Unkept,Blade Melt Tee,VVS PANDA,Jagged RNBW,MURAKAMI DRIP,MURAKAMI DRIP,PNK-BLU,,Snow Storm,,,
18739,CloneX #18739,https://clonex-assets.rtfkt.com/images/18739.png,https://clonex-assets.rtfkt.com/18739,Demon,PNK Pilot,RFX Tee,PURP Two Piece,,MURAKAMI DRIP,MURAKAMI DRIP,,,,,GRY UNDRWRLD WINGZ,
18738,CloneX #18738,https://clonex-assets.rtfkt.com/images/18738.png,https://clonex-assets.rtfkt.com/18738,Reptile,BLCK Quiff,CLNX FRSH Shirt,,SMILE,,,,,Snow Storm,,,
18737,CloneX #18737,https://clonex-assets.rtfkt.com/images/18737.png,https://clonex-assets.rtfkt.com/18737,Robot,PURP Shape Up,CLNX Tee,,,,,,,,PTRA Earring,,
18736,CloneX #18736,https://clonex-assets.rtfkt.com/images/18736.png,https://clonex-assets.rtfkt.com/18736,Human,BRWN Stylish,STRIPE Tee,,,,,CLSD GRN,,,,,
18735,CloneX #18735,https://clonex-assets.rtfkt.com/images/18735.png,https://clonex-assets.rtfkt.com/18735,Angel,Fro,BLCK Tech JCKT,,Romantico,,,,,,,,
18734,CloneX #18734,https://clonex-assets.rtfkt.com/images/18734.png,https://clonex-assets.rtfkt.com/18734,Human,WHT Hairclip,SD Tee,PURP Two Piece,RNBW GRILLS,,,PURP,TRi War TAT,,,,
18733,CloneX #18733,https://clonex-assets.rtfkt.com/images/18733.png,https://clonex-assets.rtfkt.com/18733,Human,BLCK Wrap,WAGMI Tee,,Lollipop,,,BRWN,,,,,
18732,CloneX #18732,https://clonex-assets.rtfkt.com/images/18732.png,https://clonex-assets.rtfkt.com/18732,Human,BLU Shape Up,GM HOODIE,,MAD,,,PNK-BLU,,,,,
18731,CloneX #18731,https://clonex-assets.rtfkt.com/images/18731.png,https://clonex-assets.rtfkt.com/18731,Robot,BLCK Samurai,WHT BKR JCKT,,,MK-BLCK,MK-BLCK,,,,,,
18730,CloneX #18730,https://clonex-assets.rtfkt.com/images/18730.png,https://clonex-assets.rtfkt.com/18730,Robot,PIRATE,PURP KBA JCKT,,,MK-BLCK,MK-BLCK,,,,,,
18729,CloneX #18729,https://clonex-assets.rtfkt.com/images/18729.png,https://clonex-assets.rtfkt.com/18729,Human,RD Pigtails,PNK Waistcoast,,,,,BLU,,Cyborg V2,,,
18728,CloneX #18728,https://clonex-assets.rtfkt.com/images/18728.png,https://clonex-assets.rtfkt.com/18728,Human,PURP KO2 Tiara,GRDNT PFA JCKT,GLD Two Piece,SFTY Mask,MURAKAMI DRIP,MURAKAMI DRIP,YLLW,SMLY TAT,,,GRN UNDRWRLD WINGZ,
18727,CloneX #18727,https://clonex-assets.rtfkt.com/images/18727.png,https://clonex-assets.rtfkt.com/18727,Robot,GRN Hacker,GRN HAWAIIAN Shirt,DRIP CHRM,Lollipop,,,,,,,Sword Sheath,
18726,CloneX #18726,https://clonex-assets.rtfkt.com/images/18726.png,https://clonex-assets.rtfkt.com/18726,Robot,BLCK Curtains,RCS Tee,,ROBO,MK1,MK1,,,,,,
18725,CloneX #18725,https://clonex-assets.rtfkt.com/images/18725.png,https://clonex-assets.rtfkt.com/18725,Angel,BLU Stylish,PNK Utility Vest,PURP ZK-BEADZ,,,,,,,,,
18724,CloneX #18724,https://clonex-assets.rtfkt.com/images/18724.png,https://clonex-assets.rtfkt.com/18724,Robot,WHT 2 Horns,Blade Melt Tee,SLVR CBLE,Toothpick,,,,,,,,
18723,CloneX #18723,https://clonex-assets.rtfkt.com/images/18723.png,https://clonex-assets.rtfkt.com/18723,Robot,DAD Cap,WHT Jellyfish Tee,VVS PANDA,RNBW GRILLZ,MURAKAMI DRIP,MURAKAMI DRIP,,,,,SPLASH,
18722,CloneX #18722,https://clonex-assets.rtfkt.com/images/18722.png,https://clonex-assets.rtfkt.com/18722,Human,YU-BLU,BLCK Jellyfish Tee,CHRM,,MURAKAMI DRIP,MURAKAMI DRIP,WIDE-OPEN,,,,GRY UNDRWRLD WINGZ,
18721,CloneX #18721,https://clonex-assets.rtfkt.com/images/18721.png,https://clonex-assets.rtfkt.com/18721,Robot,BLCK Shape Up,Blade Melt Tee,GLD G-Link,Ramen,MK1,MK1,,,,,BLCK UNDRWRLD WINGZ,
18720,CloneX #18720,https://clonex-assets.rtfkt.com/images/18720.png,https://clonex-assets.rtfkt.com/18720,Human,BRWN Ponytail,FRSH Shirt,GPURP Two Piece,,,,PNK-BLU,,,,Diety Arms,
18719,CloneX #18719,https://clonex-assets.rtfkt.com/images/18719.png,https://clonex-assets.rtfkt.com/18719,Human,META LEOPARD TECH Cap,JS Tee,MRBLE G-Link,,,,GRN,TRi TAT,,,,
18718,CloneX #18718,https://clonex-assets.rtfkt.com/images/18718.png,https://clonex-assets.rtfkt.com/18718,Angel,GRN Shape Up,CLNX Tee,RNBW G-Link,Jagged RNBW,Divine,Divine,,,,GLD STUD,,
18717,CloneX #18717,https://clonex-assets.rtfkt.com/images/18717.png,https://clonex-assets.rtfkt.com/18717,Reptile,BLND Stylish,WHT GRNG Dress,,,,,,,,PTRA Earrings,,
18716,CloneX #18716,https://clonex-assets.rtfkt.com/images/18716.png,https://clonex-assets.rtfkt.com/18716,Human,,Snake,,,,,,,,,,GLD SPRTN
18715,CloneX #18715,https://clonex-assets.rtfkt.com/images/18715.png,https://clonex-assets.rtfkt.com/18715,Robot,BLCK Hairclip,V3 WHT SKL GRL,,,,,,,VSN Glasses,SLVR Round,,
18714,CloneX #18714,https://clonex-assets.rtfkt.com/images/18714.png,https://clonex-assets.rtfkt.com/18714,Human,BLCK Unkept,PNK HiTECH Gown,,Ghost,,,GRN,369 TAT,,,,
18713,CloneX #18713,https://clonex-assets.rtfkt.com/images/18713.png,https://clonex-assets.rtfkt.com/18713,Human,Bunny,BLU HAWAIIAN Shirt,,,,,PURP,,,,,
18712,CloneX #18712,https://clonex-assets.rtfkt.com/images/18712.png,https://clonex-assets.rtfkt.com/18712,Angel,BLU Long,BLU Tech JCKT,,Bubblegum,,,,,,,,
18711,CloneX #18711,https://clonex-assets.rtfkt.com/images/18711.png,https://clonex-assets.rtfkt.com/18711,Robot,GRN Shape Up,WAGMI Tee,G-PDLCK,,,,,,Eye Patch,,,
18710,CloneX #18710,https://clonex-assets.rtfkt.com/images/18710.png,https://clonex-assets.rtfkt.com/18710,Human,BLCK Curtains,ORNG FRSH Shirt,BLCK-GLD ZK-BEADZ,GLD GRILLS,,,PNK,,BILLIONAIRE,,,
18709,CloneX #18709,https://clonex-assets.rtfkt.com/images/18709.png,https://clonex-assets.rtfkt.com/18709,Human,RD Braid,WAGMI Tee,,Pilot Mask,,,YLLW,,,,,
18708,CloneX #18708,https://clonex-assets.rtfkt.com/images/18708.png,https://clonex-assets.rtfkt.com/18708,Human,Dip-Dye Part Hat,RTFKT x TM RNBW FLOWER PFA,,,MURAKAMI DRIP,MURAKAMI DRIP,YLLW Breezy,WARNING TAT,BTC,,,
18707,CloneX #18707,https://clonex-assets.rtfkt.com/images/18707.png,https://clonex-assets.rtfkt.com/18707,Human,PURP Shape Up,PURP Utility Vest,,SMILE,,,PNK-BLU,Slash Scar,,,,
18706,CloneX #18706,https://clonex-assets.rtfkt.com/images/18706.png,https://clonex-assets.rtfkt.com/18706,Robot,YU-BRED,STRIPE Tee,MRBLE G-Link,,,,,,Cyber Eyes,,,
18705,CloneX #18705,https://clonex-assets.rtfkt.com/images/18705.png,https://clonex-assets.rtfkt.com/18705,Demon,PIRATE,BRWN TCTL Vest,RNBW CBLE,Bubblegum,,,,,Drip Scouter,,,
18704,CloneX #18704,https://clonex-assets.rtfkt.com/images/18704.png,https://clonex-assets.rtfkt.com/18704,Human,BLND Stylish,Space PFA JCKT,SPIKED CHKR,,,,BLU-PURP,,,GLD Round,,
18703,CloneX #18703,https://clonex-assets.rtfkt.com/images/18703.png,https://clonex-assets.rtfkt.com/18703,Human,Rice Hat,PURP HiTECH Dress,CYN CBLE,,,,CLSD PNK-BLU,,Cyborg V1,,,
18702,CloneX #18702,https://clonex-assets.rtfkt.com/images/18702.png,https://clonex-assets.rtfkt.com/18702,Angel,RD DRDZ,Space PFA JCKT,,SPIDERZ,MURAKAMI DRIP,MURAKAMI DRIP,AWAKEN,,,,,
18701,CloneX #18701,https://clonex-assets.rtfkt.com/images/18701.png,https://clonex-assets.rtfkt.com/18701,Human,BLU Curtains,PURP CAMO PFA JCKT,,,,,BRWN,On-Sight TAT,,,,
18700,CloneX #18700,https://clonex-assets.rtfkt.com/images/18700.png,https://clonex-assets.rtfkt.com/18700,Human,BLND BWLCUT,GM HOODIE,,,,,CLSD BRWN,META TAT,,,,
18699,CloneX #18699,https://clonex-assets.rtfkt.com/images/18699.png,https://clonex-assets.rtfkt.com/18699,Robot,Fro,SD Tee,GLD Iced Cuban,,,,,,,,,
18698,CloneX #18698,https://clonex-assets.rtfkt.com/images/18698.png,https://clonex-assets.rtfkt.com/18698,Robot,PNK Curtains,BONE PFA JCKT,SLVR G-Link,,,,,,,,,
18696,CloneX #18696,https://clonex-assets.rtfkt.com/images/18696.png,https://clonex-assets.rtfkt.com/18696,Robot,BLU Shape Up,FRSH Shirt,,RNBW GRILLS,MK1,MK1,,,,,,
18697,CloneX #18697,https://clonex-assets.rtfkt.com/images/18697.png,https://clonex-assets.rtfkt.com/18697,Robot,WHT Otaku,CLNX FRSH Shirt,,,,,,,3RD Eye,,,
18695,CloneX #18695,https://clonex-assets.rtfkt.com/images/18695.png,https://clonex-assets.rtfkt.com/18695,Human,BLND Stylish,RTFKT CHROME Tee,S-HIRE CBLE,,,,BLCK Surprised,,,,,
18694,CloneX #18694,https://clonex-assets.rtfkt.com/images/18694.png,https://clonex-assets.rtfkt.com/18694,Robot,GRN Cyber Dreads,BLU Waistcoat,DRIP CHRM,,,,,,Drip Scouter,,,
18693,CloneX #18693,https://clonex-assets.rtfkt.com/images/18693.png,https://clonex-assets.rtfkt.com/18693,Human,Dip-Dye Part Hat,V6 WHT SKL GRL,,,,,VVS CRYSTL,,Assault Glasses,,,
18692,CloneX #18692,https://clonex-assets.rtfkt.com/images/18692.png,https://clonex-assets.rtfkt.com/18692,Human,GRN Shape Up,RD BBL Vest,,,MURAKAMI DRIP,MURAKAMI DRIP,WIDE-OPEN,,Drip Scouter,,Robotic Arms,
18691,CloneX #18691,https://clonex-assets.rtfkt.com/images/18691.png,https://clonex-assets.rtfkt.com/18691,Human,PNK Beret Braids,RD BBL Vest,Blade CHKR,,,,BRWN,,BTC,Cross Earring,,
18690,CloneX #18690,https://clonex-assets.rtfkt.com/images/18690.png,https://clonex-assets.rtfkt.com/18690,Robot,BLND Fro,V4 WHT SKL GRL,,ICED GRILLZ,,,,,,,,
18689,CloneX #18689,https://clonex-assets.rtfkt.com/images/18689.png,https://clonex-assets.rtfkt.com/18689,Human,BLCK Curtains,WHT Utility Vest,,1Tooth,,,BRWN,,BTC,,,
18688,CloneX #18688,https://clonex-assets.rtfkt.com/images/18688.png,https://clonex-assets.rtfkt.com/18688,Human,YU-BLU,LIME GANG,,,,,YLLW,,,,,
18687,CloneX #18687,https://clonex-assets.rtfkt.com/images/18687.png,https://clonex-assets.rtfkt.com/18687,Angel,WHT Quiff,BLU PURP BNDN Shirt,S-PDLCK,Gas Mask,Divine,Divine,,,,,,
18686,CloneX #18686,https://clonex-assets.rtfkt.com/images/18686.png,https://clonex-assets.rtfkt.com/18686,Human,BRWN Unkept,JS Tee,PURP G-Link,Ghost,,,YLLW,BCODE TAT,,,,
18685,CloneX #18685,https://clonex-assets.rtfkt.com/images/18685.png,https://clonex-assets.rtfkt.com/18685,Robot,PURP Shape Up,JS Tee,,,,,,,,,,
18684,CloneX #18684,https://clonex-assets.rtfkt.com/images/18684.png,https://clonex-assets.rtfkt.com/18684,Human,PURP Curtains,JS HOODIE,SLVR G-Link,Angry,,,BRWN,VSN TAT,VSN Glasses,,,
18683,CloneX #18683,https://clonex-assets.rtfkt.com/images/18683.png,https://clonex-assets.rtfkt.com/18683,Human,BLCK Curtains,IRI Tech JCKT,,ROBO,,,BLU-PURP,Band-Aid,BILLIONAIRE,,,
18682,CloneX #18682,https://clonex-assets.rtfkt.com/images/18682.png,https://clonex-assets.rtfkt.com/18682,Human,GRN BWLCUT,MONO Tee,,GLD GRILLZ,,,BLU,,3D,,,
18681,CloneX #18681,https://clonex-assets.rtfkt.com/images/18681.png,https://clonex-assets.rtfkt.com/18681,Angel,YU-BRED,BLCK-BLK Waistcoat,CYN CBLE,,,,,,,,,
18680,CloneX #18680,https://clonex-assets.rtfkt.com/images/18680.png,https://clonex-assets.rtfkt.com/18680,Human,BLCK Unkept,WAGMI Tee,,TCTL SMILE,,,BRWN,,Assault Glasses,,,
18679,CloneX #18679,https://clonex-assets.rtfkt.com/images/18679.png,https://clonex-assets.rtfkt.com/18679,Demon,ZK Bucket,SPACE TRIP Tee,,,,,,,,,,
18678,CloneX #18678,https://clonex-assets.rtfkt.com/images/18678.png,https://clonex-assets.rtfkt.com/18678,Robot,GRN Shape Up,RFX Tee,,,,,,,,,,
18677,CloneX #18677,https://clonex-assets.rtfkt.com/images/18677.png,https://clonex-assets.rtfkt.com/18677,Demon,WHT Quiff,BLU PURP BNDN Shirt,,SPIDERZ,,,,,,,,
18676,CloneX #18676,https://clonex-assets.rtfkt.com/images/18676.png,https://clonex-assets.rtfkt.com/18676,Human,META LEOPARD TECH Cap,SD Tee,PURP G-Link,TCTL SMILE,,,BRWN,,,,,
18675,CloneX #18675,https://clonex-assets.rtfkt.com/images/18675.png,https://clonex-assets.rtfkt.com/18675,Robot,BLND Ponytail,RTFKT CHROME Tee,,RNBW GRILLS,,,,,,,,
18674,CloneX #18674,https://clonex-assets.rtfkt.com/images/18674.png,https://clonex-assets.rtfkt.com/18674,Human,GRN Hacker,BLCK GRNG Dress,GLD CBLE,,,,GRN,,,,,
18673,CloneX #18673,https://clonex-assets.rtfkt.com/images/18673.png,https://clonex-assets.rtfkt.com/18673,Human,YU-BLCK,BLU ORNG BNDN Shirt,SG-PDLCK,SPIDERZ,,,PURP,,,,,
18672,CloneX #18672,https://clonex-assets.rtfkt.com/images/18672.png,https://clonex-assets.rtfkt.com/18672,Demon,GHOST PIRATE,WHT PNK Fur Coat,SLVR CBLE,,MURAKAMI DRIP,MURAKAMI DRIP,WIDE-OPEN,,,GLD STUD,,
18671,CloneX #18671,https://clonex-assets.rtfkt.com/images/18671.png,https://clonex-assets.rtfkt.com/18671,Robot,PNK Pigtails,V1 WHT SKL GRL,,,MK-BLCK,MK-BLCK,,,,,,
18670,CloneX #18670,https://clonex-assets.rtfkt.com/images/18670.png,https://clonex-assets.rtfkt.com/18670,Human,Sound Wave,JS HOODIE,PURP Two Piece,ROBO,,,PNK-BLU,,,,,
18669,CloneX #18669,https://clonex-assets.rtfkt.com/images/18669.png,https://clonex-assets.rtfkt.com/18669,Robot,GRN BWLCUT,BLCK TCTL Vest,,SMILEY RNBW,MURAKAMI DRIP,MURAKAMI DRIP,,,Snow Storm,,GRN UNDRWRLD WINGZ,
18668,CloneX #18668,https://clonex-assets.rtfkt.com/images/18668.png,https://clonex-assets.rtfkt.com/18668,Human,PNK Beret Braids,Blade Melt Tee,,,,,YLLW,,Assault Glasses,,,
18667,CloneX #18667,https://clonex-assets.rtfkt.com/images/18667.png,https://clonex-assets.rtfkt.com/18667,Angel,BLU Stylish,RCS Tee,SLVR CBLE,,,,,,,,,
18666,CloneX #18666,https://clonex-assets.rtfkt.com/images/18666.png,https://clonex-assets.rtfkt.com/18666,Demon,BLU Curtains,GRDNT PFA JCKT,,MAD,,,,,BTC,,,
18665,CloneX #18665,https://clonex-assets.rtfkt.com/images/18665.png,https://clonex-assets.rtfkt.com/18665,Demon,GRN DRDZ,PNK ORNG Fur Coat,,Ramen,ICE,ICE,,,,,,
18664,CloneX #18664,,https://clonex-assets.rtfkt.com/18664,,,,,,,,,,,,,
18663,CloneX #18663,https://clonex-assets.rtfkt.com/images/18663.png,https://clonex-assets.rtfkt.com/18663,Human,PNK MoHWK,RCS Tee,SG-PDLCK,,MURAKAMI DRIP,MURAKAMI DRIP,PNK-BLU,HRUS TAT,,,,
18662,CloneX #18662,https://clonex-assets.rtfkt.com/images/18662.png,https://clonex-assets.rtfkt.com/18662,Human,RD DRDZ,SPACE TRIP Tee,,,,,BRWN,WARNING TAT,,,,
18661,CloneX #18661,,https://clonex-assets.rtfkt.com/18661,,,,,,,,,,,,,
18660,CloneX #18660,,https://clonex-assets.rtfkt.com/18660,,,,,,,,,,,,,
18659,CloneX #18659,,https://clonex-assets.rtfkt.com/18659,,,,,,,,,,,,,
18658,CloneX #18658,,https://clonex-assets.rtfkt.com/18658,,,,,,,,,,,,,
18657,CloneX #18657,,https://clonex-assets.rtfkt.com/18657,,,,,,,,,,,,,
18656,CloneX #18656,,https://clonex-assets.rtfkt.com/18656,,,,,,,,,,,,,
18655,CloneX #18655,,https://clonex-assets.rtfkt.com/18655,,,,,,,,,,,,,
18654,CloneX #18654,,https://clonex-assets.rtfkt.com/18654,,,,,,,,,,,,,
18653,CloneX #18653,,https://clonex-assets.rtfkt.com/18653,,,,,,,,,,,,,
18652,CloneX #18652,,https://clonex-assets.rtfkt.com/18652,,,,,,,,,,,,,
18651,CloneX #18651,,https://clonex-assets.rtfkt.com/18651,,,,,,,,,,,,,
18650,CloneX #18650,,https://clonex-assets.rtfkt.com/18650,,,,,,,,,,,,,
18649,CloneX #18649,,https://clonex-assets.rtfkt.com/18649,,,,,,,,,,,,,
18648,CloneX #18648,,https://clonex-assets.rtfkt.com/18648,,,,,,,,,,,,,
18647,CloneX #18647,,https://clonex-assets.rtfkt.com/18647,,,,,,,,,,,,,
18646,CloneX #18646,,https://clonex-assets.rtfkt.com/18646,,,,,,,,,,,,,
18645,CloneX #18645,,https://clonex-assets.rtfkt.com/18645,,,,,,,,,,,,,
18644,CloneX #18644,,https://clonex-assets.rtfkt.com/18644,,,,,,,,,,,,,
18643,CloneX #18643,,https://clonex-assets.rtfkt.com/18643,,,,,,,,,,,,,
18642,CloneX #18642,,https://clonex-assets.rtfkt.com/18642,,,,,,,,,,,,,
18641,CloneX #18641,,https://clonex-assets.rtfkt.com/18641,,,,,,,,,,,,,
18640,CloneX #18640,,https://clonex-assets.rtfkt.com/18640,,,,,,,,,,,,,
18639,CloneX #18639,,https://clonex-assets.rtfkt.com/18639,,,,,,,,,,,,,
18638,CloneX #18638,,https://clonex-assets.rtfkt.com/18638,,,,,,,,,,,,,
18637,CloneX #18637,,https://clonex-assets.rtfkt.com/18637,,,,,,,,,,,,,
18636,CloneX #18636,,https://clonex-assets.rtfkt.com/18636,,,,,,,,,,,,,
18635,CloneX #18635,,https://clonex-assets.rtfkt.com/18635,,,,,,,,,,,,,
18634,CloneX #18634,,https://clonex-assets.rtfkt.com/18634,,,,,,,,,,,,,
18633,CloneX #18633,https://clonex-assets.rtfkt.com/images/18633.png,https://clonex-assets.rtfkt.com/18633,Human,BLU Shape Up,V1 BLCK SKL GRL,,,,,BLU-PURP,,Aviator,,,
18632,CloneX #18632,,https://clonex-assets.rtfkt.com/18632,,,,,,,,,,,,,
18631,CloneX #18631,,https://clonex-assets.rtfkt.com/18631,,,,,,,,,,,,,
18630,CloneX #18630,,https://clonex-assets.rtfkt.com/18630,,,,,,,,,,,,,
18629,CloneX #18629,,https://clonex-assets.rtfkt.com/18629,,,,,,,,,,,,,
18628,CloneX #18628,,https://clonex-assets.rtfkt.com/18628,,,,,,,,,,,,,
18627,CloneX #18627,,https://clonex-assets.rtfkt.com/18627,,,,,,,,,,,,,
18626,CloneX #18626,,https://clonex-assets.rtfkt.com/18626,,,,,,,,,,,,,
18625,CloneX #18625,,https://clonex-assets.rtfkt.com/18625,,,,,,,,,,,,,
18624,CloneX #18624,,https://clonex-assets.rtfkt.com/18624,,,,,,,,,,,,,
18623,CloneX #18623,,https://clonex-assets.rtfkt.com/18623,,,,,,,,,,,,,
18622,CloneX #18622,,https://clonex-assets.rtfkt.com/18622,,,,,,,,,,,,,
18621,CloneX #18621,,https://clonex-assets.rtfkt.com/18621,,,,,,,,,,,,,
18620,CloneX #18620,,https://clonex-assets.rtfkt.com/18620,,,,,,,,,,,,,
18619,CloneX #18619,,https://clonex-assets.rtfkt.com/18619,,,,,,,,,,,,,
18618,CloneX #18618,,https://clonex-assets.rtfkt.com/18618,,,,,,,,,,,,,
18617,CloneX #18617,,https://clonex-assets.rtfkt.com/18617,,,,,,,,,,,,,
18616,CloneX #18616,,https://clonex-assets.rtfkt.com/18616,,,,,,,,,,,,,
18615,CloneX #18615,,https://clonex-assets.rtfkt.com/18615,,,,,,,,,,,,,
18614,CloneX #18614,https://clonex-assets.rtfkt.com/images/18614.png,https://clonex-assets.rtfkt.com/18614,Human,BRWN Stylish,BLCK BKR JCKT,,,,,GRN,,,,,
18613,CloneX #18613,,https://clonex-assets.rtfkt.com/18613,,,,,,,,,,,,,
18612,CloneX #18612,,https://clonex-assets.rtfkt.com/18612,,,,,,,,,,,,,
18611,CloneX #18611,https://clonex-assets.rtfkt.com/images/18611.png,https://clonex-assets.rtfkt.com/18611,Human,PURP Shape Up,BLU BNDN Shirt,,,,,BLU,,,SLVR Round,,
18610,CloneX #18610,,https://clonex-assets.rtfkt.com/18610,,,,,,,,,,,,,
18609,CloneX #18609,,https://clonex-assets.rtfkt.com/18609,,,,,,,,,,,,,
18608,CloneX #18608,,https://clonex-assets.rtfkt.com/18608,,,,,,,,,,,,,
18607,CloneX #18607,,https://clonex-assets.rtfkt.com/18607,,,,,,,,,,,,,
18606,CloneX #18606,,https://clonex-assets.rtfkt.com/18606,,,,,,,,,,,,,
18605,CloneX #18605,,https://clonex-assets.rtfkt.com/18605,,,,,,,,,,,,,
18604,CloneX #18604,,https://clonex-assets.rtfkt.com/18604,,,,,,,,,,,,,
18603,CloneX #18603,,https://clonex-assets.rtfkt.com/18603,,,,,,,,,,,,,
18602,CloneX #18602,,https://clonex-assets.rtfkt.com/18602,,,,,,,,,,,,,
18601,CloneX #18601,,https://clonex-assets.rtfkt.com/18601,,,,,,,,,,,,,
18600,CloneX #18600,,https://clonex-assets.rtfkt.com/18600,,,,,,,,,,,,,
18599,CloneX #18599,,https://clonex-assets.rtfkt.com/18599,,,,,,,,,,,,,
18598,CloneX #18598,,https://clonex-assets.rtfkt.com/18598,,,,,,,,,,,,,
18597,CloneX #18597,,https://clonex-assets.rtfkt.com/18597,,,,,,,,,,,,,
18596,CloneX #18596,,https://clonex-assets.rtfkt.com/18596,,,,,,,,,,,,,
18595,CloneX #18595,,https://clonex-assets.rtfkt.com/18595,,,,,,,,,,,,,
18594,CloneX #18594,,https://clonex-assets.rtfkt.com/18594,,,,,,,,,,,,,
18593,CloneX #18593,,https://clonex-assets.rtfkt.com/18593,,,,,,,,,,,,,
18592,CloneX #18592,,https://clonex-assets.rtfkt.com/18592,,,,,,,,,,,,,
18591,CloneX #18591,,https://clonex-assets.rtfkt.com/18591,,,,,,,,,,,,,
18590,CloneX #18590,,https://clonex-assets.rtfkt.com/18590,,,,,,,,,,,,,
18589,CloneX #18589,,https://clonex-assets.rtfkt.com/18589,,,,,,,,,,,,,
18588,CloneX #18588,,https://clonex-assets.rtfkt.com/18588,,,,,,,,,,,,,
18587,CloneX #18587,,https://clonex-assets.rtfkt.com/18587,,,,,,,,,,,,,
18586,CloneX #18586,,https://clonex-assets.rtfkt.com/18586,,,,,,,,,,,,,
18585,CloneX #18585,,https://clonex-assets.rtfkt.com/18585,,,,,,,,,,,,,
